sentence1,sentence2,label
"Управлять изменениями в организации","Снижение сопротивления сотрудников и адаптация к новым процессам",0.5
"Настроить автоматизированный CI/CD для сборки кода ежедневно.","Провести тщательный химический анализ почвы в лаборатории.",0.0
"Создавать дашборды в Power BI","Разрабатывать архитектуру микросервисов",0.2
"Гидравлика","Проектирование трубопроводных систем",0.7
"Мониторить состояние сети с SolarWinds","Отслеживать производительность сети с SolarWinds",0.8
"Настроить резервное копирование базы данных на сервере.","Создать систему автоматического бэкапа данных сервера.",0.9
"Мониторить угрозы","Отслежнивание подозрительной активности",0.8
"Работать в команде","Координировать разработчиков",0.6
"Формулировать требования к поддержке","Описание условий обслуживания, обновлений и документации",0.6
"Разработать дашборд с метриками продаж.","Подготовить таблицу с итогами за месяц.",0.3
"Развертывать приложения в облаке","Использование AWS, Google Cloud, Azure для хостинга и масштабирования",0.9
"Анализировать требования заказчика для формирования спецификаций","Анализировать требования заказчика для формирования спецификаций",1.0
"Анализировать организационно-технические процессы","Оптимизировать DevOps-процессы",0.5
"Разрабатывать системы аутентификации с Keycloak","Разрабатывать системы аутентификации с Keycloak",1.0
"Анализировать трафик с помощью Splunk","Создавать эффекты переходов с After Effects",0.4
"Моделировать процессы","Создание математических и компьютерных моделей для прогнозирования",0.5
"Оптимизировать фронтенд веб-приложения.","Разработать стратегию резервного копирования данных.",0.0
"Интегрировать системы с SAP через OData","Подключать сервисы к SAP с OData",0.8
"Разрабатывать интерактивные интерфейсы с использованием React","Разрабатывать интерактивные интерфейсы с использованием React",1.0
"Разработать алгоритм обработки естественного языка для чат-бота.","Создать решение для анализа текстовых запросов пользователей.",0.7
"Создавать интерактивные дашборды в Grafana","Проектировать визуализации метрик с Grafana",0.8
"Мониторить безопасность с помощью Nessus","Мониторить безопасность с помощью Nessus",1.0
"Разрабатывать игры, графические приложения","Использование библиотек SFML, OpenGL для создания игр, графики",0.6
"Проанализировать данные о трафике сайта.","Оценить конверсию рекламных каналов.",0.2
"Тестировать функциональные требования","Создание тестов для проверки реализации каждого требования",0.9
"Работать с Product Backlog","Формирование, приоритизация и уточнение задач в бэклоге продукта",0.7
"Разрабатывать дизайн-макет на основе ТЗ","Создавать UI для приложения",0.5
"Проводить аудит безопасности данных","Анализ уязвимостей и проверка соответствия стандартам",0.7
"Создать парсер данных с веб-страниц.","Обеспечить соответствие GDPR для приложения.",0.0
"Проводит критический анализ различных источников информации","Проверять качество технической документации",0.6
"Переносить локальную инфраструктуру в облако","Миграция данных и приложений из локальной среды в облачную",0.8
"Проектировать масштабируемую архитектуру ПО.","Автоматизировать сбор логов ошибок.",0.0
"Документировать бизнес-логику","Объяснение правил и процессов, реализованных в коде",0.6
"Численные методы","Оптимизация алгоритмов в MATLAB",0.5
"Минимизировать отвлекающие факторы","Устранение внешних помех для фокусировки",0.7
"Обслуживать рабочие станции","Установка и настройка ПО, устранение неисправностей",0.6
"Создавать модели в TensorFlow","Моделировать бизнес-процессы BPMN",0.2
"Пользоваться профессиональной документацией","Читать спецификации API",0.7
"Адаптировать интерфейсы под разные устройства","Создание адаптивных дизайнов для iPhone, iPad",0.4
"Разрабатывать приложения для Android","Создавать картины в стиле импрессионизма",0.1
"Оптимизировать загрузку страниц с Lighthouse","Улучшать скорость сайтов с помощью Lighthouse",0.8
"Создавать анимации и эффекты","Использование CSS и JavaScript для добавления анимаций на страницу",0.5
"Оценить влияние факторов на прибыль.","Рассчитать коэффициенты корреляции.",0.3
"Оптимизировать пользовательский опыт","Анализ поведения пользователей и предложение улучшений интерфейса",0.6
"Инженерная графика","Организация мероприятий",0.1
"Анализировать прошлые проекты","Изучение ошибок и успехов для улучшения управления рисками",0.4
"Математическое моделирование процессов","Навыки анализа данных в MATLAB",0.6
"Интегрировать библиотеки управления состоянием с Redux","Интегрировать библиотеки управления состоянием с Redux",1.0
"Писать код для обработки событий в JavaScript","Писать код для обработки событий в JavaScript",1.0
"Реализация математического моделирования","Разработка математических моделей для решения прикладных задач",1.0
"Понимает принципы групповой динамики","Проводить ретроспективы",0.2
"Настроить VPN для удаленного доступа.","Обеспечить шифрование данных в сети.",0.3
"Разрабатывать сложные веб-приложения с использованием фреймворка Angular для крупных проектов","Создавать динамические и интерактивные интерфейсы с применением Angular для масштабируемых систем",0.9
"Готовить презентации на английском","Создание и представление контента для аудитории",0.4
"Разработчик мобильных приложений","Создание  приложений для демонстрации базовых функций",0.5
"Провести анализ больших данных с помощью Hive.","Извлечь выборку для тестирования гипотез.",0.2
"Создавать скрипты автоматизации задач с помощью Python","Создавать скрипты автоматизации задач с помощью Python",1.0
"Квантовая механика","Опыт работы с квантовыми вычислениями",0.6
"Теория информации","Разработка протоколов передачи данных",0.7
"Применять методы математического анализа","Моделировать данные в Python",0.6
"Писать высокопроизводительный код на C#","Реализовывать логику приложений на языке C#",0.8
"Формировать готовое техническое задание","Составлять ТЗ для интерфейса",0.7
"Написать скрипт для парсинга HTML.","Извлечь данные из JSON-ответов.",0.1
"Осуществляет коммуникацию на иностранном языке","Общаться с зарубежными клиентами",0.8
"Физика полупроводников","Понимание принципов работы FPGA",0.6
"Создавать чат-ботов с использованием Dialogflow","Разрабатывать ботов на базе Dialogflow",0.8
"Настраивать подключение к API с Postman","Писать инструкции для пользователей",0.3
"Способен понимать принципы работы ПО","Оптимизировать работу CRM",0.3
"Интегрировать аналитику с Google Tag Manager","Разрабатывать дизайн-системы в Storybook",0.3
"Согласовать изменения в скоупе проекта.","Оценить влияние изменений на сроки.",0.4
"Вакансия: преподаватель информатики.","Ищем учителя программирования для школы.",0.6
"Классифицировать тесты по типам","Разделение тест-кейсов на функциональные, регрессионные и нагрузочные",0.7
"Выбирать способы решения задач","Оптимизировать рендеринг графики",0.3
"Оптимизировать визуальное восприятие","Применение принципов минимализма и акцентирования ключевых данных",0.8
"Создавать серверные приложения с FastAPI на Python","Создавать серверные приложения с FastAPI на Python",1.0
"Документировать результаты","Фиксация данных о производительности и рекомендаций по оптимизации",0.5
"Осуществляет поиск информации, необходимой для решения задачи","Собирать данные для анализа требований",0.8
"Сопротивление материалов","Опыт расчета нагрузок в строительстве",0.6
"Защищать данные в облаке","Настройка шифрования и контроля доступа в облачных хранилищах",1.0
"Автоматизировать задачи","Написание скриптов для выполнения повторяющихся операций",0.6
"Анализировать данные с помощью Snowflake","Анализировать данные с помощью Snowflake",1.0
"Разработать плагин для системы управления контентом.","Провести стресс-тестирование сетевой инфраструктуры.",0.0
"Автоматизировать бизнес-процессы","Внедрение цифровых решений для оптимизации рутинных операций",0.6
"Решать задачи компьютерного зрения","Разработка моделей для классификации изображений, детекции объектов",0.5
"Провести анализ удовлетворенности клиентов.","Собрать отзывы из анкет.",0.3
"Физика полупроводников","Понимание принципов работы FPGA",0.5
"Использовать профессиональный словарь","Применение терминологии, связанной с вашей областью деятельности",0.7
"Теория вероятностей","Анализ данных в Excel",0.2
"Контролирует план работы","Следить за дедлайнами релизов",0.7
"Разбираться в базах данных","Понимание структуры таблиц и SQL-запросов",0.8
"Тестировать функциональность Python-приложений с использованием pytest","Тестировать функциональность Python-приложений с использованием pytest",1.0
"Экспериментировать с решениями","Тестирование новых идей без страха ошибок",0.7
"Вовлекать команду в управление рисками","Распределение ответственности за мониторинг и контроль рисков",0.5
"Взаимодействовать с разработчиками","Передача макетов и контроль их реализации на этапе разработки",0.5
"Оптимизировать алгоритмы машинного обучения.","Создать рекламную кампанию для IT-продукта.",0.0
"Оказывать паллиативную помощь","Проводить тестирование интерфейсов",0.0
"Разработать печатную форму документа.","Интегрировать 1С с системой электронного документооборота.",0.1
"Писать высокопроизводительный и оптимизированный код на языке C# для серверных решений","Реализовывать сложную серверную логику приложений с использованием языка программирования C#",0.9
"Применение численных методов","Отсутствие опыта или знаний в области применения численных методов",0.0
"Разрабатывать техническую документацию","Писать спецификации для API",0.7
"Интегрировать систему мониторинга через Prometheus.","Настроить отслеживание метрик серверов в реальном времени.",0.6
"Работать с n-граммами","Создание последовательностей слов, символов для анализа",0.6
"Тестировать надежность API с Postman","Администрировать базы данных MySQL",0.3
"Эффективно доносить информацию","Четкое и понятное изложение мыслей в устной и письменной форме",0.9
"Мониторить риски","Постоянное отслеживание выявленных рисков",0.9
"Писать чистый и модульный код на JavaScript","Писать чистый и модульный код на JavaScript",1.0
"Оптимизировать модели машинного обучения в PyTorch","Проводить анализ сетевого трафика с tcpdump",0.3
"Управлять проектами создания ИС","Вести проекты по Scrum",0.7
"Разработать систему управления IoT-устройствами.","Провести юзабилити-тестирование сайта.",0.0
"Автоматизировать отчеты","Создание автоматических обновлений для графиков",0.5
"Обеспечивать поддержку и сопровождение","Исправление ошибок и доработка функционала после выпуска",0.9
"Работать в коллективе и команде","Сотрудничать с разработчиками UI",0.5
"Документировать изменения","Фиксация оптимизаций и их влияния на систему",0.5
"Обучать сотрудников работе с CRM","Проведение тренингов для использования CRM",1.0
"Цифровая обработка сигналов","Опыт работы с аудио- или видеоданными",0.7
"Оптимизировать производительность приложений","Повышение скорости работы программы",0.9
"Использовать IT в деятельности","Применять Blender для анимации",0.4
"Выбирать подходящие системы","Сравнение решений под требования компании",0.6
"Основы программирования на C++","Управление проектами в Jira",0.1
"Создать модель кластеризации пользователей.","Разделить аудиторию по интересам.",0.4
"Развертывать приложения в облаке","Использование AWS, Google Cloud, Azure для хостинга и масштабирования",0.8
"Математическое моделирование процессов","Навыки анализа данных в MATLAB",0.6
"Способен осуществлять социальное взаимодействие и реализовывать свою роль в команде","Участвовать в планировании и реализации IT-проектов в составе команды разработчиков",0.7
"Настраивать стилизацию с использованием препроцессора SASS","Настраивать стилизацию с использованием препроцессора SASS",1.0
"Настроить автоматическое обновление ПО.","Провести инвентаризацию оборудования.",0.1
"Использовать структуры данных","Применение массивов, списков, деревьев, графов и хэш-таблиц",0.7
"Дифференциальные уравнения","Моделирование динамических систем",0.7
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений IDS",0.7
"Обеспечивать согласованность UML-диаграмм","Синхронизация различных типов диаграмм для целостности проекта",0.9
"Формулирует взаимосвязанные задачи для достижения цели","Ставить задачи команде разработчиков",0.5
"Устанавливать дедлайны","Определение реальных сроков выполнения задач",0.9
"Внедрять ERP-системы","Настройка и интеграция системы под бизнес-процессы компании",0.7
"Интегрировать API","Подключение внешних сервисов к приложению",0.9
"Тестировать Use Cases","Проверка реализации сценариев через функциональное тестирование",0.6
"Понимать значимость профессии","Анализировать рынок IT-услуг",0.0
"Программирование на Python","Опыт работы с SQL-запросами",0.3
"Интегрировать сложные системы с использованием Apache Camel для обеспечения обмена данными","Объединять разрозненные сервисы в единую экосистему через Apache Camel",0.9
"Электротехника и электроника","Разработка стратегии продвижения",0.1
"Составлять четкие тест-кейсы","Описание шагов, ожидаемых результатов и критериев успеха",0.7
"Настроить автоматическую загрузку данных в BigQuery.","Проверить целостность импортированных таблиц.",0.3
"Учитывает информационную безопасность","Шифровать данные",0.6
"Настроить автоматическое развертывание приложений через Ansible.","Провести инвентаризацию складских запасов с отчетом.",0.0
"Проводить аудит безопасности","Анализ системы на наличие уязвимостей и их устранение",0.9
"Термодинамика","Знание основ бухгалтерского учета",0.1
"Организовывать собственную деятельность","Планировать задачи в Jira",0.6
"Готовиться к переговорам","Сбор информации и определение целей перед встречей",0.8
"Интегрировать системы учета с помощью GraphQL","Писать автоматизированные тесты с использованием Selenium",0.2
"Разрабатывает техническую документацию","Писать API-спецификации",0.7
"Обучать нейронные сети","Создание и настройка глубоких нейронных сетей для  задач",0.9
"Тестировать функционал CRM","Проверка работоспособности настроек и исправление ошибок",0.6
"Интегрировать платежную систему в приложение.","Обновить драйверы для периферийных устройств.",0.0
"Разработать систему уведомлений в реальном времени.","Оптимизировать потребление памяти программы.",0.0
"Способен анализировать рынок IT-услуг","Исследовать тренды технологий",0.6
"Цифровая обработка сигналов","Опыт работы с DSP-процессорами",0.7
"Способен разрабатывать алгоритмы","Оптимизировать SQL-запросы",0.5
"Оптимизировать затраты на облачные сервисы","Мониторинг и оптимизация расходов на использование ресурсов",0.7
"Оптимизировать производительность кода на Python для больших данных","Оптимизировать производительность кода на Python для больших данных",1.0
"Создавать интерфейсы для умных устройств","Моделировать процессы с использованием SysML",0.4
"Анализировать и синтезировать информацию","Собирать требования к ПО",0.7
"Анализировать и синтезировать информацию","Проводить анализ требований",0.6
"Управлять изменениями в проекте","Контроль влияния изменений требований на сроки и бюджет",0.7
"Разрабатывать дизайн-системы с использованием Storybook","Разрабатывать дизайн-системы с использованием Storybook",1.0
"Способен инсталлировать ПО и оборудование","Устанавливать серверное ПО",0.8
"Квантовая механика","Опыт работы с квантовыми вычислениями",0.6
"Писать скрипты для обработки CSV-файлов в Python","Писать скрипты для обработки CSV-файлов в Python",1.0
"Писать юнит-тесты для Python-кода с unittest","Писать юнит-тесты для Python-кода с unittest",1.0
"Читать профессиональную литературу","Понимание технической документации, статей, руководств на английском",0.6
"Разрабатывать SPA-приложения с использованием Vue.js","Разрабатывать SPA-приложения с использованием Vue.js",1.0
"Настраивать облачные сервисы AWS","Проводить аудит финансовой отчетности",0.1
"Провести аудит безопасности сервера.","Обновить антивирусное ПО на рабочих станциях.",0.2
"Тестировать масштабируемость облачных сервисов","Создавать прототипы интерфейсов в Principle",0.4
"Интегрировать системы с помощью Apache Camel","Интегрировать системы с помощью Apache Camel",1.0
"Способен инсталлировать ПО и оборудование","Устанавливать сетевые маршрутизаторы",0.7
"Теория вероятностей","Создание презентаций для руководства",0.1
"Реализовать шифрование данных в приложении.","Настроить пайплайн для автоматической сборки.",0.0
"Способен применять методы моделирования","Анализировать производительность БД",0.4
"Оптимизировать гиперпараметры","Настройка параметров для улучшения модели",0.9
"Проводит системный анализ","Анализировать требования к ПО",0.7
"Инженерная графика и черчение","Умение работать в AutoCAD",0.8
"Проектировать визуальные элементы","Создание кнопок, меню, форм и других интерактивных компонентов",0.9
"Создавать интерактивные дашборды в Grafana","Создавать интерактивные дашборды в Grafana",1.0
"Настраивать системы мониторинга с OpenTelemetry","Настраивать системы мониторинга с OpenTelemetry",1.0
"Разработать чат в реальном времени на WebSocket.","Реализовать уведомления через email.",0.1
"Обучать сотрудников кибербезопасности","Проведение тренингов по распознаванию фишинга",0.8
"Электромагнетизм","Опыт работы с графическими редакторами",0.1
"Разрабатывать алгоритмы оптимизации производительности приложений","Разрабатывать алгоритмы оптимизации производительности приложений",1.0
"Разработать мобильное приложение на Flutter.","Оптимизировать backend на Django.",0.1
"Читать и анализировать чужой код","Понимание и доработка кода сторонних разработчиков",0.7
"Настраивать резервное копирование с использованием Bacula","Писать спецификации требований для новых проектов",0.2
"Учитывает информационную безопасность","Шифровать данные",0.6
"Оптимизировать работу с DOM через виртуальный DOM","Оптимизировать работу с DOM через виртуальный DOM",1.0
"Разрабатывать алгоритмы","Создание оптимальных решений для обработки данных и выполнения задач",0.8
"Осуществлять сбор и анализ данных для ТЗ","Анализировать требования к дизайну",0.6
"Мониторить состояние кластеров с Grafana","Проводить тестирование доступности интерфейсов",0.3
"Критически оценивать свои действия","Рефлексия над собственными решениями и их последствиями",0.5
"Разрабатывать игры на Unity","Администрировать базы данных Oracle",0.1
"Писать высокопроизводительный код на языке Go","Оптимизировать архитектуру баз данных для больших объемов",0.2
"Оптимизировать автотесты","Улучшение производительности и стабильности тестовых сценариев",0.9
"Настраивать автоматизацию развертывания с Ansible","Настраивать автоматизацию развертывания с Ansible",1.0
"Разрабатывать простые веб-страницы с использованием HTML","Тестировать функциональность кнопок и форм",0.3
"Документировать каждый этап","Создание подробной документации для всех этапов жизненного цикла",0.7
"Работать с облачными сервисами","Использование AWS, Google Cloud, Azure для хранения и анализа данных",0.6
"Численные методы","Знание основ маркетинга",0.1
"Разрабатывать технические решения","Проектирование систем автоматизации на основе требований заказчика",0.6
"Анимировать 3D-объекты","Создание 2D-анимации",0.3
"Проектирование базы данных","Создание ER-диаграмм и проектирование структуры баз данных",0.8
"Аэродинамика","Оптимизация конструкций летательных аппаратов",0.7
"Теория информации","Разработка протоколов передачи данных",0.6
"Сопротивление материалов","Опыт расчета нагрузок в строительстве",0.7
"Дифференциальные уравнения","Моделирование динамических систем",0.7
"Интегрировать Python-приложения с Redis для кэширования","Интегрировать Python-приложения с Redis для кэширования",1.0
"Проектирует решение задачи с учетом норм и ресурсов","Оптимизировать код в рамках бюджета",0.5
"Использовать NoSQL базы данных","Работа с MongoDB, Redis, Cassandra",0.7
"Оптимизировать код на JavaScript","Проектировать схемы электрических сетей",0.1
"Обучать клиентов использованию продукта","Проведение инструктажей, демонстраций функционала",0.9
"Тестировать отображение интерфейсов с помощью Cypress","Тестировать отображение интерфейсов с помощью Cypress",1.0
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений",0.7
"Способен разрабатывать алгоритмы и программы, пригодные для практического применения","Требуется разработка ПО для анализа данных",0.6
"Создавать прототипы","Разработка кликабельных прототипов в Figma, Adobe XD для тестирования концепций",0.7
"Вести здоровый образ жизни","Оптимизировать рабочие процессы",0.0
"Провести ретроспективу после спринта.","Собрать обратную связь от стейкхолдеров.",0.3
"Оптимизировать токенизацию для больших данных","Использование эффективных алгоритмов для обработки текстовых массивов",0.5
"Основы программирования на C++","Опыт разработки embedded-систем",0.5
"Моделировать процессы в BPMN","Оптимизировать производительность сетевых протоколов",0.1
"Материаловедение","Умение работать с таблицами Excel",0.1
"Разрабатывать мобильные приложения для iOS","Администрировать серверы на Linux",0.1
"Оптимизировать производительность приложения.","Ускорить загрузку страниц сайта.",0.6
"Работать с микросервисами","Разработка и интеграция микросервисов",0.7
"Создавать интерактивные дашборды в Grafana для визуализации ключевых метрик в реальном времени","Проектировать детализированные визуализации системных метрик с использованием Grafana",0.9
"Соблюдать нормативные требования","Соответствие GDPR, CCPA, другим регламентам по защите данных",0.6
"Разрабатывать приложения дополненной реальности","Настраивать процессы деплоя с Travis CI",0.4
"Интегрировать многофункциональный чат-бот в корпоративный портал.","Осуществить точный замер геодезических параметров участка земли.",0.0
"Писать тест-кейсы","Создание инструкций для тестов",1.0
"Выполнять задачи в условиях жестких дедлайнов","Соблюдение сроков разработи проекта",0.7
"Синтезирует новое содержание и рефлексивн","Разрабатывать новые функции ПО",0.3
"Оптимизировать запросы к базе данных 1С.","Создать пользовательский интерфейс для мобильного приложения.",0.0
"Теория информации","Разработка протоколов передачи данных",0.7
"Осуществлять автоматическое тестирование","Знаком с концепцией автоматического тестирования",0.3
"Отлаживать программы","Использование инструментов отладки для поиска ошибок",0.6
"Мониторить уязвимости в системе","Проводить нагрузочное тестирование",0.2
"Поддерживать позитивную атмосферу","Создание комфортной среды для продуктивной работы",0.9
"Использовать системы контроля версий","Работа с Git для управления изменениями в коде",0.9
"Документировать UX-решения","Фиксация выводов и рекомендаций по улучшению пользовательского опыта",0.4
"Интегрировать подсистемы АСУ","Объединение различных модулей системы в единое целое",0.6
"Настраивать виртуальные машины VMware","Писать документацию для API",0.2
"Адаптировать приложения под устройства","Оптимизация интерфейса и функционала под разные экраны и ОС",0.7
"Подготовить шаблон письма в Outlook.","Организовать рассылку для группы контактов.",0.2
"Настроить сервер базы данных MySQL.","Оптимизировать запросы для повышения скорости.",0.4
"Создать эффективный скрипт для парсинга данных из источников.","Рассчитать устойчивую нагрузку на мостовую конструкцию точно.",0.0
"Писать текстовые описания функциональных модулей программы","Писать романы в жанре фэнтези",0.1
"Создать автоматизированный инструмент для анализа кода с отчетами.","Разработать эргономичную мебель для офиса с прототипом.",0.0
"Тестировать UI-решения","Проверка удобства и функциональности интерфейса на реальных пользователях",0.6
"Работать с ERP-системами","Настройка и внедрение 1С, SAP и прочих корпоративных решений",0.7
"Математический анализ","Управление командой продаж",0.0
"Решает задачи за установленное время","Соблюдать сроки релиза ПО",0.8
"Строительная механика","Навыки ведения деловой переписки",0.1
"Теория вероятностей","Анализ данных в Excel",0.3
"Осуществлять поиск, анализ и интерпретацию информации","Собирать данные",0.6
"Интегрировать корпоративные системы с SAP через протокол OData для обмена данными","Подключать сервисы к SAP с использованием протокола OData для интеграции",0.9
"Обрабатывать большие объемы текстовых данных","Использование Big Data инструментов для анализа текстов",0.6
"Взаимодействовать с заинтересованными сторонами","Поддержание коммуникации с заказчиками и командой",0.6
"Учитывать граничные условия","Тестирование работы системы на предельных значениях входных данных",0.8
"Масштабировать приложения","Настройка автоматического масштабирования под нагрузку",0.5
"Использовать очереди задач","Реализация очередей для управления задачами",0.8
"Автоматизировать документооборот","Интеграция системы документооборота",0.6
"Требуется инженер-программист со знанием Python.","Ищем разработчика с опытом работы в Python.",0.8
"Разработать модуль шифрования данных для мобильного приложения.","Настроить систему защиты информации в облаке.",0.3
"Тестировать программное обеспечение","Написание unit-тестов, интеграционных тестов и автоматизация проверок",0.9
"Настраивать облачные сервисы AWS","Интегрировать системы с REST API",0.2
"Управлять своим временем","Соблюдать дедлайны проектов",0.5
"Теплотехника","Знание основ психологии общения",0.0
"Разрабатывать серверные приложения на PHP","Писать backend-логику с использованием PHP",0.8
"Базы данных и SQL","Опыт работы с PostgreSQL",0.7
"Необходим специалист по кибербезопасности.","Требуется администратор баз данных.",0.2
"Отформатировать отчет в Word.","Проверить текст на орфографию.",0.2
"Интегрировать сторонние библиотеки в код","Писать тесты для проверки ввода данных",0.3
"Оформлять медицинскую документацию","Автоматизировать документооборот",0.4
"Электротехника и электроника","Знание основ автоматизации процессов",0.4
"Оптимизировать загрузку страниц с Lazy Loading","Оптимизировать загрузку страниц с Lazy Loading",1.0
"Очистить большой набор данных от выбросов.","Провести нормализацию числовых значений.",0.3
"Настраивать серверы на Windows","Проводить хирургические операции",0.1
"Выполнять этапы последовательно","Строгая последовательность выполнения этапов без возврата к предыдущим",0.8
"Обрабатывать формы и данные","Валидация и безопасная обработка пользовательского ввода",0.7
"Писать качественный код","Соблюдение принципов clean code и использование паттернов проектирования",0.8
"Собирать и очищать данные","Извлечение данных из различных источников и их предварительная обработка",0.7
"Использовать средства физической культуры","Поддерживать режим для продуктивности",0.3
"Аэродинамика","Оптимизация конструкций летательных аппаратов",0.7
"Обрабатывать ошибки и исключения","Написание кода с учетом возможных сбоев и их обработки",0.7
"Провести статистический тест значимости.","Сравнить средние значения выборок.",0.4
"Выполнять согласование с заказчиком","Утверждать макет с клиентом",0.9
"Разработать функциональное мобильное приложение на Kotlin для пользователей.","Оценить высокое качество урожая на ферме с анализом.",0.0
"Поддерживать работу системы","Устранение ошибок и обновление конфигурации",0.4
"Тестировать отказоустойчивость распределенных систем","Тестировать отказоустойчивость распределенных систем",1.0
"Определять потребности в оборудовании","Подбирать технику для печати",0.6
"Проектировать системы с использованием RabbitMQ","Оптимизировать производительность MongoDB-баз",0.3
"Настраивать виртуальные машины VMware","Разрабатывать политики информационной безопасности",0.1
"Внедрять системы в эксплуатацию","Обучение пользователей и поддержка при переходе на новую систему",0.6
"Обучаться новым инструментам","Освоение новых программ и технологий для улучшения навыков",0.6
"Применяет методы финансового планирования","Оценивать бюджет разработки",0.7
