sentence1,sentence2,label
"Разрабатывать планы реагирования","Создание стратегий предотвращения или минимизации последствий",0.6
"Обучать пользователей","Проведение тренингов для сотрудников по работе с ERP",0.6
"Оптимизировать рабочие процессы","Внедрение изменений для повышения эффективности и снижения затрат",0.8
"Управлять изменениями в проекте","Контроль влияния изменений требований на сроки и бюджет",0.5
"Специалист по машинному обучению","Проведение A/B-тестирования и оценка эффективности ML-моделей",0.4
"Обучать сотрудников работе с CRM","Проведение тренингов для эффективного использования системы",0.6
"Работать с системами контроля версий","Эффективное использование Git для управления кодовой базой",0.5
"Визуализировать результаты классификации","Построение confusion matrix, ROC-кривых или границ решений",0.5
"Работать с контейнерами","Использование Docker и Kubernetes для управления контейнеризированными приложениями",0.4
"Обеспечивать отказоустойчивость","Настройка механизмов отката, ретраев и Circuit Breaker",0.6
"Готовить данные для кластеризации","Нормализация, очистка и преобразование данных перед анализом",1.0
"Тестировать функционал CRM","Проверка работоспособности настроек и исправление ошибок",0.3
"Документировать взаимодействие","Фиксация запросов, решений и результатов общения с клиентами",0.2
"Программирование на Python","Знакомство с основами программирования и базовыми принципами Python",0.1
"Проверять полноту требований","Убедиться, что все аспекты проекта покрыты требованиями",0.3
"Изучать новые фреймворки","Базовое понимание процесса изучения и применения новых фреймворков",0.2
"Использовать информационные технологии","Участие в обучении или тестировании новых IT-решений под руководством опытных специалистов",0.3
"Знание основ маркетинга","Использование инструментов digital-маркетинга (SEO, SMM, email-маркетинг)",0.7
"Учитывает информационную безопасность","Шифровать данные",0.8
"Работать с фреймворками","Использование React, Angular или Vue.js для frontend и Node.js, Django, Flask для backend",0.9
"Анализировать данные","Использование статистических методов для выявления закономерностей",0.6
"Разрабатывать GraphQL API","Создание гибких запросов для работы с данными через GraphQL",0.7
"Применять инструменты для нагрузочного тестирования","Использование JMeter, LoadRunner или Gatling для проверки производительности",0.7
"Автоматизировать документооборот","Интеграция системы документооборота с другими корпоративными системами (ERP, CRM)",0.7
"Общаться в письменной форме","Написание четких и грамотных писем, отчетов или сообщений",0.2
"Обязательно знание SQL","Выполнение операций импорта/экспорта данных и создание отчетов через SQL",0.5
"Использовать инструменты Xcode","Настройка проектов, отладка и профилирование приложений",0.2
"Писать SQL-запросы","Выполнение операций SELECT, INSERT, UPDATE, DELETE для работы с данными",0.7
"Изучать технические требования","Оценка реализуемости технических требований с учетом ограничений по времени и ресурсам",0.6
"Оценивать эффективность автоматизации","Анализ KPI до и после внедрения автоматизации для измерения результатов",0.1
"Взаимодействовать с заказчиками проектов","Координация работы команды разработки с учетом обратной связи заказчика",0.5
"Планировать выполнение работ по макету","Ставить сроки для дизайна",0.8
"Обеспечивать непрерывную интеграцию и доставку","Автоматизация сборки, тестирования и деплоя приложений",0.3
"Работать с Product Backlog","Формирование, приоритизация и уточнение задач в бэклоге продукта",0.7
"Разработчик мобильных приложений","Создание сложных кроссплатформенных мобильных приложений с использованием Flutter или React Native",1.0
"Обеспечивать безопасность данных","Защита конфиденциальной информации при работе с большими объемами данных",0.1
"Математическое моделирование процессов","Знакомство с основами построения математических моделей",0.1
"Документировать результаты тестов","Фиксация выводов и рекомендаций по улучшению юзабилити",0.1
"Доставлять работающий продукт","Фокус на выпуске инкрементов продукта в конце каждого спринта",0.5
"Проводить тестирование интерфейсов","Разработка чек-листов и тест-кейсов для проверки работоспособности интерфейсов",0.9
"Применять алгоритмы классификации","Использование методов, таких как Logistic Regression, Decision Trees, SVM, или Neural Networks",0.9
"Осуществлять сбор и анализ данных для ТЗ","Использование методов интервью, опросов и наблюдений для сбора данных",0.8
"Знание MS Office","Использование MS Office для выполнения простых задач под руководством опытных пользователей",0.3
"Применение численных методов","Использование численных методов для решения дифференциальных уравнений и оптимизационных задач",0.9
"Знание основ маркетинга","Знакомство с основами маркетинга и рекламы",0.1
"Ставить задачи команде разработчиков","Отсутствие опыта постановки задач команде разработчиков",0.0
"Работать с обработкой естественного языка (NLP)","Создание моделей для перевода текста, чат-ботов или анализа тональности",0.4
"Устанавливать серверное ПО","Обеспечение совместимости серверного ПО с сетевой инфраструктурой и клиентскими системами",0.6
"Обеспечивать кибербезопасность","Обучение сотрудников основам кибербезопасности и профилактике инцидентов",0.7
"Оптимизировать производительность API","Уменьшение времени отклика и минимизация нагрузки на сервер",0.5
"Убеждать и предлагать решения","Презентация преимуществ продукта или услуги для клиента",0.4
"Обеспечивать безопасность сервера","Реализация защиты от SQL-инъекций, XSS и других уязвимостей",0.6
"Работать с инструментами управления тестами","Организация тест-кейсов в TestRail, Zephyr или HP ALM",0.8
"Применение JavaScript","Знакомство с основами JavaScript и его использованием в веб-разработке",0.1
"Определять акторов системы","Идентификация пользователей или внешних систем, взаимодействующих с системой",1.0
"Использовать инструменты анализа данных","Применение SQL, Excel или Power BI для анализа и визуализации данных",1.0
"Знание основ электротехники и электроники","Разработка решений для систем автоматизации с использованием электронных компонентов",0.9
"Мониторить риски","Постоянное отслеживание выявленных рисков и их динамики",0.5
"Готовить техническую документация","Участие в проверке и верификации технической документации под руководством старших специалистов",0.3
"Изучать новые фреймворки","Обучение команды работе с новыми фреймворками через мастер-классы и материалы",0.6
"Теория автоматического управления","Знание SCADA-систем",0.7
"Оптимизировать производительность","Улучшение скорости работы PHP-скриптов и снижение нагрузки",0.5
"Писать чистый JavaScript","Создание функционального кода без использования сторонних библиотек",0.9
"Анализировать рынок IT-услуг","Отсутствие опыта или знаний в области анализа рынка IT-услуг",0.0
"Формулировать требования к поддержке","Описание условий обслуживания, обновлений и документации",0.3
"Анализировать использование времени","Выявление неэффективных действий и их оптимизация",0.2
"Настраивать микросервисы","Настройка мониторинга и логирования микросервисов с использованием инструментов (Prometheus, Grafana, ELK)",0.7
"Документировать облачные архитектуры","Создание схем и описаний облачных решений для команды",0.1
"Разрабатывать пользовательские истории","Создание User Stories с акцентом на цели пользователя (As a... I want... So that...)",0.6
"Принимать решения в нестандартных ситуациях","Поиск альтернативных решений для сложных бизнес-задач",0.7
"Интегрировать информационные системы","Объединение различных систем для совместной работы",0.1
"Тестировать сценарии рисков","Проведение симуляций или анализ «что, если» для оценки уязвимостей",0.3
"Использовать инструменты для UML","Работа с Enterprise Architect, Lucidchart, Draw.io или Visual Paradigm",0.1
"Разрабатывать адаптивные веб-интерфейсы","Создание макетов, которые корректно отображаются на всех устройствах и разрешениях",0.7
"Умение работать с таблицами Excel","Оптимизация больших массивов данных и структурирование таблиц",0.5
"Автоматизировать документооборот","Разработка и внедрение комплексных систем автоматизации документооборота для предприятий",1.0
"Анализировать данные","Использование методов анализа для извлечения полезной информации из данных",0.9
"Проявлять гибкость в команде","Готовность адаптироваться к изменениям и новым ролям",0.3
"Теория автоматического управления","Базовое понимание принципов теории автоматического управления",0.2
"Основы программирования на C++","Отсутствие опыта программирования на C++",0.0
"Определять выбор технических средств для макета","Обоснование выбора технологий и инструментов для создания сложных интерактивных макетов",1.0
"Анализировать требования","Сбор и формализация требований заказчиков перед началом разработки",0.7
"Проектировать систему полностью","Создание полной архитектуры и спецификаций до написания кода",0.8
"Разрешать конфликты","Нахождение конструктивных решений в ситуациях разногласий",0.8
"Ставить задачи команде разработчиков","Контроль выполнения задач и оперативное решение возникающих вопросов",0.5
"Знание основ электротехники и электроники","Проведение расчетов электрических цепей и анализ их работы",0.8
"Убеждать и аргументировать","Использование логики и фактов для поддержки своей позиции",1.0
"Контролировать ход переговоров","Сохранение фокуса на ключевых аспектах разговора",0.3
"Высшее техническое образование","Подготовка выпускной квалификационной работы на актуальную техническую тему",0.5
"Ориентироваться в смене технологий","Мигрировать системы на новые платформы",0.6
"Проектировать архитектуру ПО","Создание структуры системы, включая модули и их взаимодействие",0.7
"Интегрировать базы данных","Подключение и работа с MySQL, PostgreSQL или другими СУБД",0.8
"Делиться знаниями и опытом","Помощь коллегам в освоении новых навыков или задач",0.4
"Обращаться за помощью","Использование форумов (Stack Overflow) и общение с коллегами",0.2
"Основы программирования на C++","Базовое понимание синтаксиса и основных конструкций языка C++",0.2
"Поддерживать монолитные приложения","Исправление ошибок и добавление новых функций без нарушения целостности",0.1
"Создавать архитектуру ПО","Разработка высокоуровневой структуры системы и взаимодействия модулей",0.9
"Документировать процессы","Создание технической документации для разработчиков и пользователей",0.2
"Работать с политиками конфиденциальности","Создание и внедрение правил для защиты персональных данных",0.8
"Инженерная графика","Подготовка презентационных материалов на основе инженерных чертежей",0.3
"Требуется разработчик мобильных приложений.","Ищем дизайнера пользовательских интерфейсов.",0.1
"Анализировать и синтезировать информацию","Классификация и систематизация информации для дальнейшего использования",0.4
"Адаптироваться к изменениям","Гибкое перестроение планов при изменении требований или условий",0.2
"Математическое моделирование","Создание алгоритмов и программ для численного моделирования процессов",0.9
"Обрабатывать неструктурированные данные","Очистка и нормализация текста (токенизация, лемматизация)",0.8
"Применение JavaScript","Написание оптимизированного и масштабируемого кода для клиентской и серверной части (Node.js)",0.9
"Знание MS Office","Отсутствие опыта или знаний в использовании MS Office",0.0
"Обеспечивать безопасность баз данных","Настройка прав доступа и защита от SQL-инъекций",0.7
"Обеспечивать безопасность данных","Защита информации от несанкционированного доступа",0.3
"Осуществлять поиск, анализ и интерпретацию информации","Собирать данные",0.9
"Программирование на Python","Обработка больших объемов данных и создание визуализаций (Matplotlib, Seaborn)",0.4
"Заниматься самообразованием","Изучать новые технологии",0.9
"Использовать языковые приложения","Регулярное обучение через Duolingo, Memrise или аналоги",0.2
"Ставить задачи команде разработчиков","Проведение встреч (Daily Standups, Planning) для уточнения задач и их деталей",0.7
"Настраивать облачные сервисы","Автоматизация процессов развертывания и управления облачными сервисами через IaC (Terraform, Ansible)",0.9
"Синтезирует новое содержание и рефлексивн","Разрабатывать новые функции ПО",0.5
"Приоритизировать риски","Ранжирование рисков по уровню критичности (матрица вероятности и воздействия)",1.0
"Управлять облачной инфраструктурой","Настройка виртуальных машин, баз данных и хранилищ данных",0.7
"Анализировать результаты тестов","Интерпретация логов и отчетов для выявления проблем",0.4
"Готовить техническую документация","Знакомство с основными типами технической документации и их назначением",0.1
"Анализировать требования к дизайну","Подготовка документации с четкими требованиями к визуальному и функциональному дизайну",0.6
"Применять методологии вёрстки","Реализация BEM, SMACSS или других подходов для структурирования кода",0.2
"Обсуждать задачи с аналитиками","Подготовка вопросов и предложений для аналитиков на основе возникающих задач",0.5
"Обеспечивать безопасность интерфейсов","Защита данных пользователей через безопасные методы работы с формами и API",0.1
"Выявлять дефекты через тест-кейсы","Поиск ошибок и их документирование в системах отслеживания",0.3
"Обеспечивать актуальность документации","Регулярное обновление документации при изменении кода",0.4
"Мониторить системы","Использование инструментов (Prometheus, Grafana, ELK) для отслеживания состояния",0.8
"Анализировать рынок IT-услуг","Участие в сборе данных о рынке IT-услуг под руководством аналитиков",0.3
"Создавать схемы архитектуры","Отсутствие опыта или знаний в создании схем архитектуры",0.0
"Разработка и проектирование программных систем","Оптимизация производительности и отказоустойчивости программных решений",0.6
"Разрабатывать API","Проектирование RESTful или GraphQL API для взаимодействия между сервисами",1.0
"Осуществлять сбор и анализ данных для ТЗ","Знакомство с процессом сбора данных и формулирования требований",0.1
"Создавать нейронные сети","Разработка архитектуры MLP, CNN или RNN для решения задач",0.9
"Умение работать с таблицами Excel","Создание шаблонов и стандартных форм для регулярной работы с данными",0.3
"Решать конфликты в команде","Нахождение компромиссов и устранение разногласий",0.7
"Внедрять 1С:ERP","Настройка системы под бизнес-процессы компании",0.9
"Адаптировать интерфейсы под разные устройства","Создание адаптивных дизайнов для iPhone, iPad и других устройств Apple",0.1
"Тестировать после завершения разработки","Проведение тестирования только после завершения кодирования",0.6
"Интегрировать API","Подключение внешних сервисов (например, авторизация, платежи) в приложение",1.0
"Использовать информационные технологии","Использование аналитических инструментов (Power BI, Tableau) для обработки данных",0.7
"Анализировать требования к дизайну","Знакомство с процессом сбора и анализа требований к дизайну",0.1
"Писать спецификации для API","Использование инструментов (Postman, SwaggerHub) для тестирования и валидации спецификаций API",0.6
"Проектировать архитектуру системы","Разработка структуры и интеграции модулей информационной системы",0.8
"Создавать формальные спецификации","Описание требований в виде четких, измеримых и проверяемых критериев",0.9
"Учитывать мультикультурность","Адаптировать ПО под рынки",0.6
"Адаптировать идеи под ограничения","Нахождение баланса между креативностью и реальными условиями",0.2
"Выявляет признаки коррупции","Контролировать лицензии ПО",0.0
"Читать научную литературу","Изучение учебников и статей для углубления знаний по высшей математике",0.1
"Осуществлять сопровождение печати","Контролировать процесс публикации",0.5
"Обеспечивать доступность интерфейса","Соблюдение стандартов WCAG для людей с ограниченными возможностями",0.3
"Использовать диаграммы состояний","Моделирование жизненного цикла объектов в системе",1.0
"Использовать сканирование объектов","Перевод реальных объектов в цифровые модели через 3D-сканирование",0.4
"Курс предназначен для начинающих программистов.","Программа ориентирована на продвинутых специалистов.",0.1
"Разработчик мобильных приложений","Разработка нативных приложений для iOS (Swift) и Android (Kotlin/Java) с учетом специфики платформ",0.9
"Писать спецификации для API","Знакомство с концепцией API и его основными элементами",0.1
"Тестировать ПО","Выявление и документирование багов и дефектов в программном обеспечении",0.7
"Автоматизировать тест-кейсы","Перевод ручных тестов в автоматизированные сценарии с использованием Selenium, JUnit и др.",0.5
"Создавать сценарии нагрузки","Моделирование пользовательских действий для проверки системы под нагрузкой",0.8
"Оценивать соответствие требованиям качества","Отсутствие опыта или знаний в области оценки соответствия требованиям качества",0.0
"Использовать инструменты анализа","Работа с Excel, Python (Pandas, NumPy) или R для обработки данных",1.0
"Управлять изменениями","Координация внедрения новых процессов и обучение сотрудников",0.7
"Визуализировать идеи","Перевод абстрактных концепций в понятные схемы, эскизы или прототипы",0.4
"Изучать технические требования","Глубокий анализ и интерпретация сложных технических требований для разработки решений",1.0
"Изучать технические требования","Участие в обсуждении и анализе технических требований под руководством опытных специалистов",0.4
"Писать спецификации для API","Обеспечение соответствия спецификаций требованиям заказчиков и стандартам разработки",0.7
"Читать невербальные сигналы","Восприятие жестов, мимики и интонаций собеседника",0.5
"Тестировать функциональные требования","Создание тестов для проверки реализации каждого требования",0.3
"Обеспечивать безопасность ПО","Защита данных и предотвращение уязвимостей в коде",0.6
"Разрабатывать политики безопасности","Создание правил и процедур для обеспечения информационной безопасности",1.0
"Заниматься самообразованием","Изучать новые фреймворки",0.9
"Настраивать виртуальное окружение","Работа с virtualenv или venv для управления зависимостями",0.5
"Применение численных методов","Знакомство с основными численными методами и их назначением",0.1
"Создавать схемы архитектуры","Проектирование микросервисной архитектуры и визуализация взаимодействия компонентов",0.9
"Тестировать программное обеспечение","Написание unit-тестов, интеграционных тестов и автоматизация проверок",0.9
"Обеспечивать информационную безопасность","Защита данных и предотвращение утечек информации",0.3
"Знание основ электротехники и электроники","Умение читать электрические схемы",0.9
"Использовать фреймворки ИИ","Работа с TensorFlow, PyTorch, Keras или Scikit-learn",0.7
"Взаимодействовать с заказчиками проектов","Разрешение конфликтных ситуаций и управление ожиданиями заказчика",0.6
"Настраивать шифрование данных","Тестирование и аудит настроек шифрования для обеспечения соответствия стандартам безопасности",0.6
"Численные методы","Оптимизация алгоритмов в MATLAB",0.6
"Изучать технические требования","Выявление скрытых или неявных требований в технической документации",0.8
"Оптимизировать CSS-стили","Написание модульных и масштабируемых стилей с использованием SASS или Tailwind CSS",0.3
"Приоритизировать требования","Распределение задач по важности с использованием методов (MoSCoW, Kano)",1.0
"Тестировать UI-решения","Проверка удобства и функциональности интерфейса на реальных пользователях",0.4
"Заниматься самообразованием","Практическое применение новых знаний через выполнение проектов или задач",0.6
"Документировать каждый этап","Создание подробной документации для всех этапов жизненного цикла",0.5
"Базы данных и SQL","Написание сложных SQL-запросов для анализа и обработки больших объемов данных",0.9
"Заниматься самообразованием","Знакомство с концепцией самообразования и некоторыми доступными ресурсами",0.1
"Разрабатывать стандарты операционной деятельности","Создание регламентов и инструкций для сотрудников",0.4
"Анализировать и синтезировать информацию","Базовое понимание принципов анализа и синтеза информации",0.2
"Принимать экономические решения","Оценивать стоимость разработки",0.6
"Писать спецификации для API","Создание детальных и стандартизированных спецификаций для RESTful и GraphQL API с использованием OpenAPI/Swagger",1.0
"Обеспечивать безопасность в облаке","Настройка политик доступа, шифрования и бэкапов",1.0
"Разрабатывать компоненты интерфейса","Создание переиспользуемых UI-компонентов с использованием современных библиотек",0.6
"Обсуждать задачи с аналитиками","Участие в совместных сессиях по анализу бизнес-логики и формулированию задач",0.9
"Разрабатывать технические решения","Проектирование систем автоматизации на основе требований заказчика",0.4
"Анализировать информацию","Оценка данных на предмет их достоверности и релевантности",0.8
"Программирование на Python","Оптимизация кода и работа с базами данных через ORM (SQLAlchemy, Peewee)",0.6
"Оптимизировать процессы в 1С:ERP","Улучшение производительности и автоматизация задач",0.6
"Использовать языковые приложения","Регулярное обучение через Duolingo, Memrise или аналоги",0.2
"Интегрировать базы данных с приложениями","Подключение баз данных к backend-системам (Python, Java, PHP)",0.1
"Инженерная графика","Отсутствие опыта работы с инженерной графикой",0.0
"Разработчик мобильных приложений","Отсутствие опыта разработки мобильных приложений",0.0
"Выявлять потребности клиентов","Анализ запросов и предложение оптимальных решений",0.9
"Применение численных методов","Анализ точности и устойчивости численных решений в зависимости от входных данных",0.8
"Поддерживать систему после внедрения","Устранение неполадок и обновление функционала",0.1
"Обсуждать задачи с аналитиками","Отсутствие опыта или навыков обсуждения задач с аналитиками",0.0
"Тестировать функционал ПО","Проверка работы системы на соответствие требованиям",0.9
"Тестировать API","Проверка корректности работы эндпоинтов с использованием инструментов (Postman, JUnit)",0.6
"Планировать проекты","Создание детального плана с задачами, сроками и ресурсами",0.9
"Обрабатывать специальные символы","Учет пунктуации, пробелов и эмодзи при разбиении текста",0.8
"Использовать библиотеки компьютерного зрения","Работа с OpenCV, TensorFlow, PyTorch или Detectron2",0.7
"Обеспечивать покрытие кода тестами","Достижение высокого уровня покрытия unit- и интеграционными тестами",0.2
"Использовать информационные технологии","Настройка и поддержка систем электронного документооборота и CRM-систем",0.6
"Комбинировать разные подходы","Объединение различных методик для создания уникального результата",0.5
"Оптимизировать производительность","Проектирование с учетом минимизации задержек и использования ресурсов",0.3
"Планировать выполнение работ по макету","Знакомство с процессом планирования этапов работы над макетом",0.1
"Изучать технические требования","Глубокий анализ и интерпретация сложных технических требований для разработки решений",1.0
"Определять выбор технических средств для макета","Базовое понимание принципов выбора технических средств для макетирования",0.2
"Заниматься самообразованием","Чтение профессиональной литературы, статей и исследований для углубления знаний",0.8
"Проводить анализ требований","Выполнение детального анализа бизнес-требований для разработки сложных IT-решений",1.0
"Оптимизировать процессы разработки","Внедрение Agile, Scrum или Kanban для повышения эффективности",0.2
"Оптимизировать модели под игровые движки","Подготовка моделей для Unity, Unreal Engine или других платформ",0.2
"Взаимодействовать с командой разработки","Координация действий для исправления ошибок и улучшения качества",0.1
"Программирование на Python","Написание скриптов для автоматизации процессов и работы с API",0.8
"Разрабатывать веб-приложения","Оптимизация производительности и масштабируемости веб-приложений",0.6
"Трансформировать логическую модель в физическую","Преобразование IDEF1X-диаграмм в SQL-скрипты для реализации",0.6
"Применяет методы финансового планирования","Оценивать бюджет разработки",0.7
"Оптимизировать производительность","Улучшение скорости работы приложений как на клиентской, так и на серверной стороне",1.0
"Специалист по машинному обучению","Базовое понимание принципов машинного обучения и его инструментов",0.2
"Базы данных и SQL","Создание ER-диаграмм и проектирование структуры баз данных",0.5
"Бережно относиться к традициям","Разрабатывать AI-решения",0.0
"Оптимизировать производительность 1С","Улучшение работы баз данных и запросов для повышения скорости",0.7
"Взаимодействовать с заказчиками проектов","Участие в обсуждении проектов под руководством менеджера или старшего специалиста",0.3
"Обеспечивать резервирование ресурсов","Создание запасов времени, бюджета или ресурсов на случай непредвиденных ситуаций",0.6
"Строительная механика","Опыт работы с САПР для строительства",0.6
"Адаптировать стиль общения","Изменение подхода в зависимости от типа клиента (корпоративный, частный)",0.1
"Выполнять машинный перевод","Разработка систем для перевода текста с одного языка на другой",0.5
"Использовать NLP-библиотеки","Работа с Hugging Face, NLTK, SpaCy или Transformers для анализа языка",0.7
"Документировать этапы разработки","Создание технической документации для разработчиков и пользователей",0.2
"Очищать и предобрабатывать данные","Подготовка данных для обучения моделей (нормализация, обработка пропусков)",0.8
"Осуществляет поиск информации, необходимой для решения задачи","Собирать данные для анализа требований",0.9
"Оптимизировать производительность Java-приложений","Анализ и улучшение работы JVM и кода",1.0
"Проектировать архитектуру ПО","Создание структуры системы, включая модули и их взаимодействие",0.8
"Мониторить выполнение проекта","Отслеживание рисков на всех этапах разработки (анализ, тестирование, внедрение)",1.0
