sentence1,sentence2,label
"Поддерживать работу системы","Устранение ошибок и обновление конфигурации",0.4
"Анимировать 3D-объекты","Создание 2D-анимации",0.3
"Оптимизировать пользовательский опыт","Анализ поведения пользователей и предложение улучшений интерфейса",0.6
"Вести переговоры с клиентами","Подготовка коммерческих предложений и заключение договоров",0.4
"Оптимизировать токенизацию для больших данных","Использование эффективных алгоритмов для обработки текстовых массивов",0.5
"Масштабировать приложения","Настройка автоматического масштабирования под нагрузку",0.5
"Работать с данными в ERP","Анализ отчетов и управление данными внутри системы",0.5
"Обслуживать рабочие станции","Установка и настройка ПО, устранение неисправностей",0.6
"Разрабатывать эффективные алгоритмы","Создание решений для задач сортировки, поиска, оптимизации",0.6
"Обеспечивать стабильность тестовой среды","Подготовка тестового стенда и данных",0.5
"Проявлять гибкость в команде","Готовность адаптироваться к изменениям и новым ролям",0.6
"Управлять проектами в сфере IT","Контроль сроков выполнения задач и распределение ресурсов команды",0.6
"Электромагнетизм","Понимание принципов работы радиочастотных систем",0.7
"Синтезирует новое содержание и рефлексивн","Разрабатывать новые функции ПО",0.2
"Документировать изменения","Фиксация оптимизаций и их влияния на систему",0.5
"Интегрировать PostgreSQL с приложениями","Подключение базы данных к backend-приложениям Python, Java, PHP",0.6
"Разрабатывать диаграммы развертывания","Описание физической архитектуры системы серверы, устройства",0.5
"Анализировать требования к ПО","Формализация и управление требованиями заказчика",0.6
"Дифференциальные уравнения","Моделирование динамических систем",0.7
"Масштабировать приложения","Настройка автоматического масштабирования под нагрузку",0.5
"Вдохновлять других на творчество","Поддержка команды в поиске креативных решений",0.5
"Обучаться новым инструментам","Освоение базовых инструментов анализа данных и проектирования",0.5
"Взаимодействовать с разработчиками","Передача макетов и контроль их реализации на этапе разработки",0.5
"Документировать облачные архитектуры","Создание схем и описаний облачных решений для команды",0.6
"Опытный Java-разработчик","Junior Java разработчик",0.4
"Работать с базами данных","Использование SQL, NoSQL, ORM для хранения и обработки данных",0.6
"Обеспечивать доступность системы","Установка требований к времени работы и доступности сервиса",0.5
"Вовлекать команду в управление рисками","Распределение ответственности за мониторинг и контроль рисков",0.5
"Управлять изменениями в организации","Снижение сопротивления сотрудников и адаптация к новым процессам",0.5
"Разрабатывать внешние отчеты и обработки","Создание дополнительных инструментов для анализа данных",0.4
"Настраивать виртуальное окружение","Работа с virtualenv, venv для управления зависимостями",0.6
"Обучаться новым инструментам","Освоение новых программ и технологий для улучшения навыков",0.6
"Деплоить проекты","Развертывание приложений на облачных платформах AWS, Heroku, DigitalOcean",0.6
"Математический анализ","Проведение исследований с использованием рядов, интегралов ",0.6
"Тестировать ERP-системы","Проверка работоспособности и выявление ошибок перед запуском",0.6
"Тестировать Use Cases","Проверка реализации сценариев через функциональное тестирование",0.6
"Писать код на Python","Создание  скриптов и приложений с использованием базовых конструкций языка",0.6
"Объяснять результаты неспециалистам","Перевод технических выводов в понятные бизнес-рекомендации",0.6
"Отслеживать работу системы после внедрения","Выявление и устранение проблем на этапе эксплуатации",0.5
"Тестировать функционал CRM","Проверка работоспособности настроек и исправление ошибок",0.6
"Понимать принципы инклюзии","Адаптировать интерфейсы для доступности",0.5
"Соблюдать нормативные требования","Соответствие GDPR, CCPA, другим регламентам по защите данных",0.6
"Осуществлять сопровождение печати","Контролировать процесс публикации",0.4
"Разрабатывать асинхронные API","Создание RESTful, GraphQL API с поддержкой асинхронных запросов",0.5
"Создавать анимации и эффекты","Использование CSS и JavaScript для добавления анимаций на страницу",0.5
"Анализировать данные АСУ","Использование аналитических инструментов для мониторинга и улучшения процессов",0.6
"Использовать ИКТ","Автоматизировать тестирование",0.5
"Обучать пользователей работе с 1С","Проведение тренингов и создание инструкций для сотрудников заказчика",0.6
"Работать с n-граммами","Создание последовательностей слов, символов для анализа",0.6
"Коммуницировать с заинтересованными сторонами","Регулярное информирование клиентов и руководства о прогрессе",0.6
"Управлять своим временем","Соблюдать дедлайны проектов",0.5
"Устанавливать серверное ПО","Использование скриптов автоматизации для установки серверного ПО",0.6
"Разрабатывать многопоточные приложения","Использование потоков и синхронизации для параллельных задач",0.7
"Интегрировать сторонние библиотеки","Подключение и настройка сторонних инструментов",0.6
Визуализировать идеи","Перевод абстрактных концепций в понятные схемы, эскизы, прототипы",0.6
"Осуществлять автоматическое тестирование","Знаком с концепцией автоматического тестирования",0.3
"Работать с многопоточностью","Создание многопоточных приложений с использованием POSIX Threads",0.6
"Оценивать вклад участников","Признание заслуг других и конструктивная обратная связь",0.5
"Документировать свои проекты","Описание кода и создание README-файлов для своих работ",0.6
"Переводить тексты","Выполнение базового перевода документов, материалов",0.7
"Читать и анализировать чужой код","Понимание и доработка кода сторонних разработчиков",0.7
"Обрабатывать большие объемы данных","Подготовка данных для визуализации с помощью Pandas, SQL",0.5
"Сотрудничать с командой и заказчиком","Постоянная коммуникация для достижения целей проекта",0.6
"Документировать результаты","Фиксация данных о производительности и рекомендаций по оптимизации",0.5
"Интегрировать подсистемы АСУ","Объединение различных модулей системы в единое целое",0.6
"Документировать бизнес-логику","Объяснение правил и процессов, реализованных в коде",0.6
"Адаптировать ПО под рынки","Тестирование адаптированного ПО на соответствие региональным стандартам",0.5
"Автоматизировать задачи","Написание скриптов для выполнения повторяющихся операций",0.6
"Оптимизировать процессы продаж","Использование подходов для улучшения продаж",0.6
"Взаимодействовать с заинтересованными сторонами","Поддержание коммуникации с заказчиками и командой",0.6
"Работать с NLP и компьютерным зрением","Создание решений для обработки текста и изображений",0.7
"Обеспечивать отказоустойчивость","Обработка ошибок и повторные попытки выполнения задач",0.5
"Теория информации","Разработка протоколов передачи данных",0.7
"Работать с облачными сервисами","Использование AWS, Google Cloud, Azure для хранения и анализа данных",0.6
"Математическое моделирование","Применение методов высшей математики",0.6
"Разработчик мобильных приложений","Создание  приложений для демонстрации базовых функций",0.5
"Документировать Use Cases","Создание понятных текстовых описаний для разработчиков и тестировщиков",0.6
"Обрабатывать асинхронные операции","Использование Promises, async/await для работы с API",0.6
"Использовать ИКТ","Разрабатывать веб-приложения",0.5
"Управлять облачными ресурсами","Работа с AWS, Google Cloud, Azure для хостинга и масштабирования",0.6
"Общаться с командой разработки","Передача информации от заказчика к разработчикам",0.5
"Понимает принципы групповой динамики","Проводить ретроспективы",0.3
"Инженерная графика","Работа с программами для моделирования и визуализации",0.6
"Объяснять алгоритмы другим","Четкое изложение логики работы алгоритмов для команды",0.7
"Курс предназначен для начинающих программистов.","Программа ориентирована на продвинутых специалистов.",0.4
"Обрабатывать ошибки и исключения","Написание кода с учетом возможных сбоев и их обработки",0.7
"Автоматизировать отчеты","Создание автоматических обновлений для графиков",0.5
"Создавать анимации и эффекты","Использование CSS и JavaScript для добавления анимаций на страницу",0.5
"Анализировать потребности бизнеса","Определение целей и задач для внедрения информационной системы",0.6
"Использовать инструменты для IDEF1X","Работа с ERwin, CA ERwin Data Modeler",0.6
"Документировать риски и меры","Фиксация всех выявленных рисков и предпринятых шагов по их управлению",0.7
"Тестировать UI-решения","Проверка удобства и функциональности интерфейса на реальных пользователях",0.6
"Составлять прогноз социально-экономических показателей","Прогнозировать эффект от автоматизации",0.3
"Писать спецификации для API","Написание документации",0.5
"Оптимизировать работу АСУ","Настройка параметров для повышения эффективности и производительности",0.6
"Осуществлять тестирование ИС","Проверять качество релизов",0.6
"Использовать профессиональный словарь","Применение терминологии, связанной с вашей областью деятельности",0.7
"Решать задачи компьютерного зрения","Разработка моделей для классификации изображений, детекции объектов",0.5
"Анализировать аудиторию","Выбор подходящих типов визуализации для целевой аудитории",0.5
"Проводить анализ требований","Использование инструментов управления требованиями Jira, Confluence",0.6
"Внедрять системы в эксплуатацию","Обучение пользователей и поддержка при переходе на новую систему",0.6
"Проектирует решение задачи с учетом норм и ресурсов","Оптимизировать код в рамках бюджета",0.4
"Работать с нормативными требованиями","Соблюдение стандартов GDPR, ISO, ГОСТ и других регламентов",0.7
"Внедрять CRM-системы","Настройка системы под потребности отдела продаж и маркетинга",0.6
"Планировать и реализовывать профессиональное развитие","Изучать новые дизайн-тренды",0.4
"Формулировать требования к поддержке","Описание условий обслуживания, обновлений и документации",0.6
"Работать с API","Интеграция внешних сервисов через RESTful API и GraphQL",0.6
"Разрабатывать игры, графические приложения","Использование библиотек SFML, OpenGL для создания игр, графики",0.6
"Адаптировать приложения под устройства","Оптимизация интерфейса и функционала под разные экраны и ОС",0.7
"Оптимизировать производительность приложений","Поиск узких мест и улучшение скорости работы программы",0.7
"Администратор баз данных","Миграция данных между различными СУБД и версиями баз данных",0.6
"Оптимизировать процессы в 1С:ERP","Улучшение производительности и автоматизация задач",0.7
"Выбирать подходящие системы","Сравнение решений под требования компании",0.6
"Планировать предпринимательскую деятельность","Разрабатывать бизнес-план стартапа",0.7
"Минимизировать отвлекающие факторы","Устранение внешних помех для фокусировки",0.7
"Оптимизировать процессы разработки","Внедрение Agile, Scrum, Kanban для повышения эффективности",0.6
"Разрабатывать политики безопасности","Создание правил и процедур для обеспечения защиты данных",0.7
"Формулирует взаимосвязанные задачи для достижения цели","Ставить задачи команде разработчиков",0.5
"Работать с политиками конфиденциальности","Создание и внедрение правил для защиты персональных данных",0.7
"Автоматизировать бизнес-процессы","Внедрение цифровых решений для оптимизации рутинных операций",0.6
"Проектировать интерьеры помещений","Создание 3D-визуализаций и согласование дизайна с заказчиком",0.6
"Проводить аудит безопасности данных","Анализ уязвимостей и проверка соответствия стандартам",0.7
"Численные методы","Оптимизация алгоритмов в MATLAB",0.5
"Управлять изменениями в проекте","Контроль влияния изменений требований на сроки и бюджет",0.7
"Использовать стандартную библиотеку Java","Применение коллекций, потоков ввода-вывода и многопоточности",0.7
"Тестировать функциональные требования","Создание тестов для проверки реализации каждого требования",0.7
"Координировать действия с коллегами","Синхронизация усилий для достижения общей цели",0.6
"Управлять зависимостями","Контроль библиотек и внешних сервисов",0.6
"Работать с нормативными требованиями","Соблюдение стандартов GDPR, ISO и других регламентов",0.7
"Реализовывать алгоритмы на языке программирования","Написание кода для классических алгоритмов",0.6
"Оказывать юридическую консультацию","Разработка договоров и правовых документов для бизнеса",0.5
"Отлаживать программы","Использование инструментов отладки для поиска ошибок",0.6
"Обеспечивать кросс-браузерность","Тестирование и адаптация кода под разные браузеры",0.7
"Оптимизировать набор тест-кейсов","Удаление дублирующих, устаревших тестов",0.6
"Создавать use-case диаграммы","Описание функциональных требований через акторов и случаи использования",0.7
"Планировать выполнение работ по макету","Ставить сроки для дизайна",0.5
"Читать профессиональную литературу","Понимание технической документации, статей, руководств на английском",0.6
"Покрывать функциональность тестами","Создание тест-кейсов для всех основных функций системы",0.7
"Оценивать технические риски","Анализ вероятности сбоев в работе ПО, оборудования, инфраструктуры",0.7
"Оптимизировать затраты на облачные сервисы","Мониторинг и оптимизация расходов на использование ресурсов",0.7
"Выявлять узкие места","Поиск проблем в системе, возникающих при высокой нагрузке",0.7
"Создавать UML-диаграммы","Моделирование классов, последовательностей и активностей",0.7
"Использовать NoSQL базы данных","Работа с MongoDB, Redis, Cassandra",0.7
"Разрабатывать стратегию цифровой трансформации","Создание плана перехода на цифровые технологии",0.7
"Анализировать требования","Оценка полноты, согласованности и реализуемости требований",0.7
"Тестировать на отказоустойчивость","Проверка системы на способность работать при сбоях, повышенной нагрузке",0.7
"Участвовать в совместном принятии решений","Вклад в обсуждение и поиск оптимальных решений",0.7
"Внедрять ERP-системы","Настройка и интеграция системы под бизнес-процессы компании",0.7
"Обрабатывать формы и данные","Валидация и безопасная обработка пользовательского ввода",0.7
"Проводит критический анализ различных источников информации","Проверять качество технической документации",0.5
"Разрабатывает техническую документацию","Писать API-спецификации",0.6
"Планировать задачи","Создание четкого плана на день, неделю, месяц с приоритетами",0.7
"Документировать каждый этап","Создание подробной документации для всех этапов жизненного цикла",0.7
"Работать с ERP-системами","Настройка и внедрение 1С, SAP и прочих корпоративных решений",0.7
"Тестировать мобильные приложения","Выполнение функционального, нагрузочного и юзабилити-тесирования",0.7
"Собирать и очищать данные","Извлечение данных из различных источников и их предварительная обработка",0.7
"Мониторить угрозы","Отслежнивание подозрительной активности",0.8
"Создавать прототипы","Разработка кликабельных прототипов в Figma, Adobe XD для тестирования концепций",0.7
"Использовать инструменты нагрузочного тестирования","Работа с JMeter, LoadRunner, Gatling, аналогами",0.7
"Разрабатывать программное обеспечение","Написание кода в соответствии с утвержденным дизайном",0.6
"Мониторить облачные ресурсы","Использование инструментов мониторинга облака",0.7
"Анализировать рынок IT-услуг","Использование инструментов анализа данных для исследования рынка",0.6
"Разрабатывать технические решения","Проектирование систем автоматизации на основе требований заказчика",0.6
"Анализировать требования","Сбор и формализация требований заказчика для разработки ПО",0.7
"Обеспечивать визуальную согласованность","Использование гайдлайнов и стилевых правил для единообразия",0.8
"Мониторить риски","Отслеживание выявленных рисков и их динамики",0.7
"Фиксировать требования на старте","Сбор и документирование всех требований перед началом разработки",0.7
"Автоматизировать документооборот","Разработка и внедрение систем автоматизации документооборота",0.7
"Обрабатывать данные для обучения","Предобработка изображений, текстов, временных рядов",0.7
"Оптимизировать производительность","Уменьшение времени отклика и минимизация нагрузки на сервер",0.7
"Классифицировать тесты по типам","Разделение тест-кейсов на функциональные, регрессионные и нагрузочные",0.7
"Инженерная графика","Проектирование деталей и узлов для машиностроения и строительства",0.6
"Интегрировать базы данных с приложениями","Подключение баз данных к backend-системам",0.7
"Писать чистый JavaScript","Создание функционального кода без использования сторонних библиотек",0.7
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений",0.7
"Опытный Java-разработчик","Оптимизация производительности Java-приложений и работа с многопоточностью",0.6
"Работать с микросервисами","Разработка и интеграция микросервисов",0.7
"Анализировать результаты кластеризации","Интерпретация групп данных и их значимости для бизнеса",0.7
"Автоматизировать документооборот","Интеграция системы документооборота",0.6
"Обрабатывать неструктурированные данные","Очистка и нормализация текста токенизация, лемматизация",0.7
"Работать с Product Backlog","Формирование, приоритизация и уточнение задач в бэклоге продукта",0.7
"Разрабатывать дашборды","Создание интерактивных панелей в Tableau, Power BI, Google Data Studio",0.7
"Обрабатывать большие объемы текстовых данных","Использование Big Data инструментов для анализа текстов",0.6
"Защищать от кибератак","Настройка брандмауэров, антивирусов и систем обнаружения вторжений IDS",0.7
"Экспериментировать с решениями","Тестирование новых идей без страха ошибок",0.7
"Проектировать архитектуру АСУ","Разработка структуры системы для автоматизации бизнес-процессов",0.7
"Тестировать UX-решения","Проведение тестирования и анализ результатов для улучшения интерфейсов",0.7
"Документировать разработку","Создание технической документации для разработчиков и пользователей",0.7
"Переносить локальную инфраструктуру в облако","Миграция данных и приложений из локальной среды в облачную",0.8
"Управлять версиями кода","Эффективная работа с Git для контроля изменений и совместной разработки",0.7
"Определять последствия рисков","Оценка влияния рисков на проект, бизнес, систему",0.7
"Использовать структуры данных","Применение массивов, списков, деревьев, графов и хэш-таблиц",0.7
"Администрировать PostgreSQL","Настройка пользователей, ролей и прав доступа к базе данных",0.7
"Выполнять задачи в условиях жестких дедлайнов","Соблюдение сроков разработи проекта",0.7
"Настраивать учетные операции","Автоматизация финансового, управленческого и складского учета",0.6
"Общаться в письменной форме","Написание четких и грамотных писем, отчетов, сообщений",0.7
"Использовать диаграммы состояний","Моделирование жизненного цикла объектов в системе",0.8
"Писать объектно-ориентированный код","Создание классов, интерфейсов и реализация принципов ООП",0.8
"Разрабатывать алгоритмы","Создание оптимальных решений для обработки данных и выполнения задач",0.8
"Интерпретировать данные через визуализацию","Объяснение данных через понятные визуальные элементы",0.7
"Анализировать результаты тестов","Оценка метрик время отклика, пропускная способность, отказы",0.8
"Тестировать функционал ПО","Проверка работы системы на соответствие требованиям",0.7
"Использовать информационные технологии","Использование IT-инструментов для повседневной работы",0.6
"Применяет методы финансового планирования","Оценивать бюджет разработки",0.8
"Разрабатывать информационные системы","Проектирование и внедрение систем для автоматизации бизнес-процессов",0.7
"Работать с API","Создание RESTful API, интеграция с внешними сервисами",0.6
"Инженерная графика и черчение","Умение работать в AutoCAD",0.7
"Интегрировать с другими системами","Подключение 1С:ERP к CRM, WMS, внешним сервисам",0.8
"Автоматизировать процессы","Применение технологий для ускорения процессов",0.8
"Взаимодействие между отделами","Координация работы различных подразделений",0.7
"Использовать языки программирования","Применение Python, Java, C++",0.8
"Оптимизировать код","Поиск и устранение узких мест для повышения производительности программы",0.8
"Проектировать удобные интерфейсы","Создание интуитивно понятных и простых в использовании UI/UX",0.8
"Создавать Use Cases","Описание взаимодействия пользователя с системой через сценарии использования",0.8
"Проектировать архитектуру системы","Разработка структуры и интеграции модулей информационной системы",0.8
"Создавать сценарии нагрузки","Моделирование пользовательских действий для проверки системы под нагрузкой",0.7
"Использовать очереди задач","Реализация очередей для управления задачами",0.8
"Внедрять программное обеспечение","Устанавливать и кофигурировать программное обеспечение ",0.8
"Проверять полноту требований","Убедиться, что все аспекты проекта покрыты требованиями",0.9
"Публиковать приложения в магазины","Отправка приложений в App Store и Google Play",0.8
"Управлять сетевой инфраструктурой","Конфигурирование маршрутизаторов, коммутаторов и брандмауэров",0.7
"Использовать сканирование объектов","Перевод реальных объектов в цифровые модели через 3D-сканирование",0.9
"Очищать и предобрабатывать данные","Удаление дубликатов, обработка пропусков и нормализация данных",0.8
"Писать качественный код","Соблюдение принципов clean code и использование паттернов проектирования",0.8
"Развертывать приложения в облаке","Использование AWS, Google Cloud, Azure для хостинга и масштабирования",0.9
"Обеспечивать согласованность UML-диаграмм","Синхронизация различных типов диаграмм для целостности проекта",0.9
"Составлять четкие тест-кейсы","Описание шагов, ожидаемых результатов и критериев успеха",0.7
"Выполнять настройку параметров печати","Калибровать цвета для вывода",0.7
"Проектировать базы данных","Создание структуры таблиц, связей и нормализация данных",0.9
"Квантовая механика","Опыт работы с квантовыми вычислениями",0.6
"Переводить тексты","Выполнение перевода документов, материалов",0.9
"Проектирование базы данных","Создание ER-диаграмм и проектирование структуры баз данных",0.8
"Использовать метрики Agile","Отслеживание скорости команды, burndown-чартов и других показателей",0.9
"Обучать сотрудников кибербезопасности","Проведение тренингов по распознаванию фишинга",0.8
"Изучать новые фреймворки","Исследование и тестирование новых фреймворков",0.9
"Тестировать функциональные требования","Создание тестов для проверки реализации каждого требования",0.9
"Обеспечивать безопасность кода","Защита от уязвимостей",0.9
"Документировать результаты тестирования","Фиксация фактических результатов и выявление дефектов",0.8
"Разбираться в базах данных","Понимание структуры таблиц и SQL-запросов",0.8
"Разрабатывать системное ПО","Создание драйверов, операционных систем, встраиваемых систем",0.8
"Использовать системы контроля версий","Работа с Git для управления изменениями в коде",0.9
"Работать в условиях многозадачности","Выполнение нескольких задач одновременно",0.9
"Выполнять базовую токенизацию","Разделение текста на слова, символы, предложения",0.9
"Планировать этапы разработки","Определение целей, задач и сроков для каждого этапа SDLC",0.9
"Описывать функциональность системы","Четкое определение действий, которые система должна выполнять",0.9
"Проектировать визуальные элементы","Создание кнопок, меню, форм и других интерактивных компонентов",0.9
"Управлять версиями ПО","Использование Git для контроля изменений в коде",0.8
"Проводить юзабилити-тестирование","Оценка удобства интерфейса через тесты",0.9
"Общаться на бытовые темы","Ведение разговора на повседневные темы с коллегами, клиентами",0.9
"Писать комментарии в коде","Добавление понятных и кратких комментариев для участков кода",0.9
"Формировать готовое техническое задание","Составлять ТЗ для интерфейса",0.7
"Разрабатывать модели ИИ","Создание алгоритмов машинного обучения и глубокого обучения",0.8
"Идентифицировать риски","Выявление потенциальных угроз и слабых мест в проекте, процессе",0.9
"Эффективно доносить информацию","Четкое и понятное изложение мыслей в устной и письменной форме",0.9
"Готовиться к переговорам","Сбор информации и определение целей перед встречей",0.8
"Ставить задачи команде разработчиков","Обеспечение задач командой разработчиков",0.7
"Поддерживать позитивную атмосферу","Создание комфортной среды для продуктивной работы",0.9
"Общаться на бытовые темы","Ведение разговора на повседневные темы с коллегами, клиентами",0.9
"Идентифицировать риски","Выявление потенциальных угроз и слабых мест в проекте, процессе",0.9
"Развертывать приложения в облаке","Использование AWS, Google Cloud, Azure для хостинга и масштабирования",0.8
"Создавать базы данных","Проектирование реляционных и нереляционных баз данных",0.9
"Работать с библиотеками и фреймворками","Использование готовых инструментов для ускорения разработки",0.9
"Тестировать ПО","Выполнение функционального, регрессионного и нагрузочного тестирования",0.8
"Разрабатывать гипотезы","Построение предположений и проверка их на основе данных",0.9
"Управлять бюджетом проекта","Планирование и контроль расходов в рамках выделенных средств",0.9
"Резервировать данные","Создание регулярных backup'ов",0.9
"Настраивать облачные сервисы","Развертывание и настройка облачных инфраструктур AWS, Azure, Google Cloud",0.9
"Выполнять этапы последовательно","Строгая последовательность выполнения этапов без возврата к предыдущим",0.8
"Анализировать профилирование кода","Использование инструментов например, Profiler для выявления проблем",0.8
"Обеспечивать поддержку и сопровождение","Исправление ошибок и доработка функционала после выпуска",0.9
"Обучать клиентов использованию продукта","Проведение инструктажей, демонстраций функционала",0.9
"Создавать BPMN-диаграммы","Моделирование бизнес-процессов в нотации BPMN для их визуализации",0.9
"Анализировать тренды","Использование актуальных тенденций в разработке новых концепций",0.8
"Контролировать KPI процессов","Мониторинг ключевых показателей для оценки эффективности",0.9
"Обучать нейронные сети","Создание и настройка глубоких нейронных сетей для  задач",0.9
"Приоритизировать риски","Ранжирование рисков по уровню критичности",0.9
"Учитывать граничные условия","Тестирование работы системы на предельных значениях входных данных",0.8
"Настраивать и кастомизировать ПО","Адаптация системы под специфику бизнес-процессов",0.9
"Оптимизировать гиперпараметры","Настройка параметров для улучшения модели",0.9
"Разрабатывать логическую модель данных","Описание данных без привязки к конкретной СУБД",0.9
"Разрабатывать API","Проектирование RESTful, GraphQL API для взаимодействия между сервисами",0.8
"Определять акторов системы","Идентификация пользователей, внешних систем, взаимодействующих с системой",0.9
"Мониторить риски","Постоянное отслеживание выявленных рисков",0.9
"Оптимизировать визуальное восприятие","Применение принципов минимализма и акцентирования ключевых данных",0.8
"Убеждать и аргументировать","Использование логики и фактов для поддержки своей позиции",0.9
"Оптимизировать производительность приложений","Повышение скорости работы программы",0.9
"Устанавливать дедлайны","Определение реальных сроков выполнения задач",0.9
"Оптимизировать автотесты","Улучшение производительности и стабильности тестовых сценариев",0.9
"Проводить аудит безопасности","Анализ системы на наличие уязвимостей и их устранение",0.9
"Работать с дизайн-системами","Создание и поддержка библиотек компонентов для согласованности дизайна",0.9
"Проводить юзабилити-тестирование","Оценка удобства интерфейса через тесты с реальными пользователями",0.9
"Разрабатывать модульную структуру","Организация кода в виде компонентов для удобства поддержки",0.9
"Выполнять рендеринг","Подготовка финальных изображений, видеороликов в высоком качестве",0.9
"Тестировать информационные системы","Проверка работоспособности и выявление ошибок перед запуском",0.9
"Описывать функции и модули","Четкое указание входных данных, выходных данных и целей функций",0.9
"Интегрировать API","Подключение внешних сервисов к приложению",0.9
"Тестировать программное обеспечение","Написание unit-тестов, интеграционных тестов и автоматизация проверок",0.9
"Обрабатывать события в реальном времени","Работа с WebSocket, Server-Sent Events для мгновенных обновлений",1.0
"Работать с морфологическими токенизаторами","Разделение текста с учетом языковых особенностей",1.0
"Разрабатывать чат-боты","Создание диалоговых систем на основе NLP-моделей",1.0
"Приоритизировать требования","Распределение задач по важности",1.0
"Обеспечивать кибербезопасность","Разработка и внедрение комплексных стратегий защиты информационных систем",1.0
"Реализация математического моделирования","Разработка математических моделей для решения прикладных задач",1.0
"Обучать сотрудников работе с CRM","Проведение тренингов для использования CRM",1.0
"Описывать нефункциональные требования","Учет производительности, безопасности, масштабируемости и удобства",1.0
"Создавать BPMN-диаграммы","Моделирование бизнес-процессов в нотации BPMN",1.0
"Писать тест-кейсы","Создание инструкций для тестов",1.0
"Защищать данные в облаке","Настройка шифрования и контроля доступа в облачных хранилищах",1.0
"Обучать пользователей 1С:ERP","Проведение тренингов для сотрудников по работе с 1С:ERP",1.0
"Осуществлять тестирование интерфейсов","Написание unit-тестов и проведение кросс-браузерного тестирования",1.0
"Использовать инструменты анализа данных","Применение SQL, Excel, Power BI для анализа и визуализации данных",1.0
"Понимать устную речь","Восприятие информации из подкастов, видео, живой речи",1.0
"Разрабатывать требования к удобству использования","Описание UX/UI-критериев для удобства пользователей",1.0
"Разработать сложное веб-приложение на React с адаптивностью.","Провести точную операцию на открытом сердце с подготовкой.",0.0
"Оптимизировать высоконагруженную производительность базы данных MySQL.","Спроектировать детальный чертеж небоскреба с расчетами.",0.0
"Настроить автоматизированный CI/CD для сборки кода ежедневно.","Провести тщательный химический анализ почвы в лаборатории.",0.0
"Реализовать продвинутый алгоритм машинного обучения с тестированием.","Составить подробный план озеленения парка с эскизами.",0.0
"Интегрировать безопасный API платежной системы в проект.","Диагностировать сложное генетическое заболевание с использованием генома.",0.0
"Создать эффективный скрипт для парсинга данных из источников.","Рассчитать устойчивую нагрузку на мостовую конструкцию точно.",0.0
"Провести тщательное тестирование безопасности сети с отчетом.","Разработать уникальный дизайн интерьера офиса с визуализацией.",0.0
"Настроить надежный сервер для облачного хранилища данных.","Провести кропотливую реставрацию исторического здания с экспертизой.",0.0
"Разработать функциональное мобильное приложение на Kotlin для пользователей.","Оценить высокое качество урожая на ферме с анализом.",0.0
"Автоматизировать быструю обработку логов системы с уведомлениями.","Составить сбалансированное меню для диетического питания клиентов.",0.0
"Разработать масштабируемую систему управления контентом на Python.","Провести сложную трансплантацию почки с высокой точностью.",0.0
"Настроить защищенную виртуальную сеть для удаленной работы.","Спроектировать прочную систему водоснабжения здания с чертежами.",0.0
"Оптимизировать сложные запросы к распределенной базе данных.","Создать детализированную архитектурную модель храма с визуализацией.",0.0
"Реализовать надежный механизм кэширования данных в приложении.","Приготовить изысканное блюдо высокой кухни с декором.",0.0
"Интегрировать многофункциональный чат-бот в корпоративный портал.","Осуществить точный замер геодезических параметров участка земли.",0.0
"Создать автоматизированный инструмент для анализа кода с отчетами.","Разработать эргономичную мебель для офиса с прототипом.",0.0
"Провести детальный аудит уязвимостей в серверной инфраструктуре.","Поставить правильный диагноз с использованием рентгеновских снимков.",0.0
"Настроить высокопроизводительный кластер для обработки потоков данных.","Составить грамотный план раскопок археологического объекта с картой.",0.0
"Разработать интерактивный интерфейс для управления умным домом.","Провести качественную экспертизу строительных материалов на прочность.",0.0
"Автоматизировать развертывание микросервисов с использованием Docker.","Создать уникальную цветочную композицию для выставки с дизайном.",0.0
"Разработать систему рекомендаций на основе нейронных сетей.","Провести экологическую экспертизу состояния водоемов.",0.0
"Настроить автоматическое развертывание приложений через Ansible.","Провести инвентаризацию складских запасов с отчетом.",0.0
"Разработать модуль шифрования данных для мобильного приложения.","Настроить систему защиты информации в облаке.",0.3
"Провести анализ производительности кода на Go.","Подготовить аналитический отчет по метрикам проекта.",0.4
"Настроить pipeline для тестирования микросервисов.","Автоматизировать процесс проверки качества кода.",0.5
"Интегрировать систему мониторинга через Prometheus.","Настроить отслеживание метрик серверов в реальном времени.",0.6
"Разработать алгоритм обработки естественного языка для чат-бота.","Создать решение для анализа текстовых запросов пользователей.",0.7
"Провести нагрузочное тестирование веб-сервиса с отчетом.","Выполнить стресс-тест приложения с итоговым документом.",0.8
"Настроить резервное копирование базы данных на сервере.","Создать систему автоматического бэкапа данных сервера.",0.9
"Разрабатывать мобильные приложения для iOS","Администрировать серверы на Linux",0.1
"Писать код на языке Python","Проектировать архитектуру зданий в AutoCAD",0.1
"Тестировать функциональность веб-приложений","Создавать 3D-модели в Blender",0.1
"Настраивать облачные сервисы AWS","Проводить аудит финансовой отчетности",0.1
"Оптимизировать базы данных SQL","Разрабатывать дизайн интерфейсов в Figma",0.1
"Интегрировать API в проекты","Проводить тестирование физических серверов",0.1
"Создавать алгоритмы машинного обучения","Устанавливать оборудование в дата-центрах",0.1
"Мониторить сетевую безопасность системы","Писать техническую документацию для пользователей",0.1
