sentence1,sentence2,label
"Способен адаптировать зарубежные комплексы обработки информации","Настраивать зарубежное ПО для российской сети",0.9
"Способен адаптировать зарубежные комплексы обработки информации","Локализовать системы проектирования зданий",0.8
"Способен адаптировать зарубежные комплексы обработки информации","Адаптировать зарубежные инструменты DevOps",0.9
"Способен адаптировать зарубежные комплексы обработки информации","Интегрировать зарубежное ПО с 1С",0.8
"Способен адаптировать зарубежные комплексы обработки информации","Настраивать зарубежные системы для локальных нужд",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Вести проект разработки веб-приложения",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Координировать создание мобильного ПО",0.8
"Способен осуществлять эффективное управление разработкой программных средств","Управлять разработкой API по Scrum",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Планировать релиз серверного ПО",0.8
"Способен осуществлять эффективное управление разработкой программных средств","Контролировать проект автоматизации",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Руководить созданием ML-моделей",0.8
"Способен осуществлять эффективное управление разработкой программных средств","Организовывать разработку чат-бота",0.7
"Способен осуществлять эффективное управление разработкой программных средств","Вести проект интеграции микросервисов",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Управлять разработкой BI-дашбордов",0.8
"Способен осуществлять эффективное управление разработкой программных средств","Координировать создание IoT-приложения",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Планировать разработку парсера данных",0.8
"Способен осуществлять эффективное управление разработкой программных средств","Руководить проектом обновления ПО",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Контролировать создание UI/UX",0.8
"Способен осуществлять эффективное управление разработкой программных средств","Управлять проектом по Kanban",0.9
"Способен осуществлять эффективное управление разработкой программных средств","Вести разработку системы безопасности",0.8
"Способен разрабатывать компоненты программно-аппаратных комплексов","Создавать модули для САПР",0.9
"Способен разрабатывать компоненты программно-аппаратных комплексов","Разрабатывать ПО для обработки данных IoT",0.8
"Способен разрабатывать компоненты программно-аппаратных комплексов","Программировать компоненты для 3D-принтеров",0.9
"Способен разрабатывать компоненты программно-аппаратных комплексов","Создавать модули обработки видео",0.8
"Способен разрабатывать компоненты программно-аппаратных комплексов","Разрабатывать компоненты для робототехники",0.9
"Способен использовать количественные и качественные методы","Анализировать метрики производительности ПО",0.9
"Способен использовать количественные и качественные методы","Оценивать качество UX/UI дизайна",0.8
"Способен использовать количественные и качественные методы","Проводить анализ данных с помощью Python",0.9
"Способен использовать количественные и качественные методы","Изучать пользовательский опыт приложений",0.8
"Способен составлять прогноз основных социально-экономических показателей деятельности предприятия, отрасли и региона"
"Способен составлять прогноз социально-экономических показателей","Прогнозировать затраты на разработку ПО",0.9
"Способен составлять прогноз социально-экономических показателей","Оценивать ROI внедрения ERP-системы",0.8
"Способен составлять прогноз социально-экономических показателей","Анализировать рынок IT-услуг региона",0.8
"Способен составлять прогноз социально-экономических показателей","Прогнозировать эффект от автоматизации",0.7
"Способен разрабатывать управленческие решения и обосновывать их","Выбирать оптимальный стек технологий",0.9
"Способен разрабатывать управленческие решения и обосновывать их","Обосновывать внедрение облачных решений",0.8
"Способен разрабатывать управленческие решения и обосновывать их","Разрабатывать план перехода на микросервисы",0.9
"Способен разрабатывать управленческие решения и обосновывать их","Оценивать эффективность аутсорсинга",0.6
"Способен разрабатывать управленческие решения и обосновывать их","Выбирать стратегию масштабирования системы",0.9
"Способен владеть методами аналитической работы с финансами","Анализировать бюджет разработки ПО",0.7
"Способен владеть методами аналитической работы с финансами","Оценивать финансовую эффективность проекта",0.8
"Способен владеть методами аналитической работы с финансами","Проводить анализ затрат на серверы",0.7
"Способен владеть методами аналитической работы с финансами","Управлять финансами стартапа в IT",0.8
"Способен владеть методами аналитической работы с финансами","Исследовать окупаемость BI-инструментов",0.7
"Способен владеть методами аналитической работы с финансами","Анализировать стоимость поддержки ПО",0.7
"Способен владеть методами аналитической работы с финансами","Проводить финансовый анализ внедрения AI",0.4
"Способен разрабатывать алгоритмы и программы, пригодные для практического использования","Разработка backend-систем на Python для обработки данных",0.7
"Способен осуществлять поиск, анализ и интерпретацию информации","Управление проектом внедрения ERP-системы в крупной компании",0.1
"Способен применять естественнонаучные знания","Анализ больших данных с использованием SQL и Python",0.2
"Способен инсталлировать программное и аппаратное обеспечение","Настройка и сопровождение серверов",0.7
"Способен анализировать профессиональную информацию и представлять обзоры","Тестирование ПО с использованием автоматизированных инструментов",0.5
"Способен организовывать и руководить работой команды","Координация команды разработчиков по Scrum-методологии",0.8
"Способен применять новые научные методы исследований","Создание алгоритмов машинного обучения",0.6
"Способен адаптировать зарубежные комплексы обработки информации","Интеграция зарубежного ПО с локальными системами",0.9
"Способен управлять своим временем","Подготовка аналитических отчетов по производительности системы",0.1
"Способен разрабатывать компоненты программно-аппаратных комплексов","Разработка компонентов для IoT-устройств",0.8
"Способен составлять прогноз социально-экономических показателей","Планирование бюджета IT-проекта и оценка его окупаемости",0.6
"Способен управлять проектами по созданию информационных систем","Оптимизация бизнес-процессов через автоматизацию в 1С",0.5
"Способен осуществлять деловую коммуникацию на русском","Создание UI/UX-дизайна для веб-приложения",0.0
"Способен адаптировать зарубежные комплексы","Адаптация зарубежной CRM под нужды российского рынка",0.9
"Способен собирать и интерпретировать данные исследований","Сбор и анализ данных исследований для улучшения продукта",0.9
"Способен разрабатывать и модернизировать ПО и оборудование","Разработка драйверов для оборудования автоматизации",0.8
"Способен владеть методами аналитической работы с финансами","Прогнозирование экономических показателей IT-отдела",0.8
"Способен анализировать разнообразие культур","Тестирование ПО с использованием автоматизированных инструментов",0.2
"Способен разрабатывать управленческие решения","Координация команды разработчиков по Scrum-методологии",0.2
"Способен самостоятельно приобретать знания","Создание алгоритмов машинного обучения для предсказания спроса",0.1
"Способен управлять проектом на всех этапах","Интеграция зарубежного ПО с локальными системами учета",0.7
"Способен осуществлять критический анализ проблемных ситуаций","Подготовка аналитических отчетов по производительности системы",0.6
"Способен использовать количественные и качественные методы","Планирование бюджета IT-проекта и оценка его окупаемости",0.3
"Способен разрабатывать компоненты программно-аппаратных комплексов","Оптимизация бизнес-процессов через автоматизацию в 1С",0.3
"Способен воспринимать межкультурное разнообразие","Создание UI/UX-дизайна для веб-приложения",0.0
"Способен эффективно взаимодействовать с клиентами и решать их запросы","Консультирование клиентов по продуктам компании в офисе",0.8
"Способен планировать и организовывать мероприятия различного масштаба","Организация мероприятий для корпоративных клиентов",0.9
"Способен вести деловые переговоры с партнерами и достигать соглашений","Ведение переговоров с поставщиками товаров",0.9
"Способен анализировать данные и готовить структурированные отчеты","Подготовка отчетов по продажам за месяц",0.9
"Способен руководить командой и мотивировать сотрудников","Управление командой продавцов в розничном магазине",0.5
"Способен составлять рабочие графики с учетом потребностей бизнеса","Составление графика работы персонала",0.6
"Способен оперативно обрабатывать входящие запросы и жалобы","Обработка заявок клиентов в call-центре",0.7
"Способен разрабатывать и проводить обучающие программы","Проведение тренингов для новых сотрудников",1.0
"Способен изучать рынок и выявлять конкурентные преимущества","Анализ рынка конкурентов в сфере услуг",0.6
"Способен координировать процессы доставки и логистики","Координация логистики доставки продукции",0.9
"Способен создавать креативные маркетинговые решения","Разработка рекламных кампаний для продвижения бренда",1.0
"Способен контролировать стандарты качества обслуживания","Контроль качества обслуживания в ресторане",0.9
"Способен управлять документацией и соблюдать сроки","Ведение документооборота в отделе кадров",0.7
"Способен разрабатывать финансовые планы и оптимизировать расходы","Планирование бюджета рекламного отдела",0.8
"Способен общаться на иностранном языке в профессиональной среде","Общение с клиентами на английском языке",0.9
"Способен организовывать публичные мероприятия и презентации","Организация выставок и презентаций продукции",0.9
"Способен проверять юридические документы на соответствие требованиям","Проверка договоров с партнерами на соответствие нормам",0.8
"Способен анализировать активность в социальных сетях и медиа","Мониторинг социальных сетей компании",0.9
"Способен участвовать в процессе найма и оценки кандидатов","Участие в подборе персонала для офиса",1.0
"Способен разрабатывать коммерческие предложения и презентовать их","Составление коммерческих предложений для клиентов",0.9
"Способен эффективно взаимодействовать с клиентами и решать их запросы","Разработка рекламных кампаний для продвижения бренда",0.0
"Способен планировать и организовывать мероприятия различного масштаба","Ведение документооборота в отделе кадров",0.0
"Способен вести деловые переговоры с партнерами и достигать соглашений","Контроль качества обслуживания в ресторане",0.0
"Способен анализировать данные и готовить структурированные отчеты","Общение с клиентами на английском языке",0.0
"Способен руководить командой и мотивировать сотрудников","Обработка заявок клиентов в call-центре",0.3
"Способен составлять рабочие графики с учетом потребностей бизнеса","Анализ рынка конкурентов в сфере услуг",0.1
"Способен оперативно обрабатывать входящие запросы и жалобы","Планирование бюджета рекламного отдела",0.1
"Способен разрабатывать и проводить обучающие программы","Мониторинг социальных сетей компании",0.0
"Способен изучать рынок и выявлять конкурентные преимущества","Составление графика работы персонала",0.0
"Способен координировать процессы доставки и логистики","Проведение тренингов для новых сотрудников",0.0
